"transaction_id";"account_id";"transaction_type";"transaction_date";"amount";"fraudulent"
8654;10;"PIX";"1925-11-28";194.14;0
8655;14;"cartão de crédito";"1929-12-28";-37.02;0
8656;6;"cartão de crédito";"2007-11-02";-384.72;1
8657;2;"PIX";"1991-04-11";177.87;0
8658;7;"PIX";"1956-09-14";361.17;0
8659;7;"cartão de crédito";"1962-09-02";-60.76;0
8660;5;"PIX";"2008-10-12";-34.37;0
8661;4;"PIX";"1980-10-24";-245.99;0
8662;11;"PIX";"1988-11-09";-653.7;1
8663;16;"PIX";"1922-11-25";125.0;0
8664;10;"TED";"1924-01-12";-730.75;0
8665;3;"cartão de débito";"1999-03-20";-69.79;0
8666;6;"PIX";"2002-01-29";-287.78;1
8667;13;"PIX";"1991-04-09";-724.42;0
8668;10;"cartão de débito";"1928-03-04";521.53;0
8669;6;"PIX";"2004-02-01";-165.67;0
8670;10;"PIX";"1929-12-26";-366.1;0
8671;6;"cartão de débito";"2006-06-24";385.39;0
8672;9;"TED";"1986-10-10";-719.98;0
8673;14;"cartão de crédito";"1922-09-14";-30.77;0
8674;14;"PIX";"1921-02-07";-50.07;0
8675;1;"cartão de crédito";"1987-01-27";-187.98;0
8676;12;"cartão de crédito";"1926-08-08";311.25;0
8677;11;"PIX";"1995-01-09";56.56;0
8678;7;"PIX";"1964-11-14";-19.1;0
8679;7;"PIX";"1964-06-15";-513.56;0
8680;14;"PIX";"1927-07-03";-44.59;0
8681;2;"PIX";"1994-07-11";13.07;0
8682;9;"cartão de crédito";"1985-06-09";34.74;0
8683;14;"PIX";"1923-12-25";-60.68;0
8684;10;"PIX";"1926-03-07";544.82;0
8685;10;"PIX";"1921-01-08";-81.94;0
8686;8;"cartão de débito";"1967-11-30";-401.71;0
8687;2;"PIX";"1987-10-26";-342.67;1
8688;15;"PIX";"1988-03-27";-9.17;0
8689;13;"cartão de crédito";"1991-11-30";10052.0;0
8690;12;"PIX";"1925-12-03";-321.7;0
8691;6;"cartão de débito";"2002-04-15";5.27;0
8692;9;"PIX";"1988-11-20";-156.02;0
8693;1;"PIX";"1982-05-28";-133.48;0
8694;7;"PIX";"1958-09-10";-261.42;0
8695;12;"cartão de crédito";"1928-01-26";-31.77;0
8696;6;"PIX";"2002-08-20";-152.07;0
8697;5;"cartão de crédito";"2003-01-05";-51.01;0
8698;11;"PIX";"1993-10-25";-463.31;1
8699;10;"cartão de débito";"1928-06-26";-773.42;0
8700;6;"PIX";"2002-08-23";-61.6;0
8701;4;"PIX";"1989-04-12";-175.2;0
8702;3;"cartão de débito";"1997-01-01";-102.77;0
8703;2;"TED";"1992-04-11";-92.7;0
8704;13;"cartão de crédito";"1988-07-25";-513.28;0
8705;3;"PIX";"2000-07-22";-481.22;0
8706;5;"PIX";"2000-11-30";-208.14;1
8707;14;"cartão de débito";"1927-09-20";-30.84;0
8708;12;"cartão de crédito";"1926-05-10";-599.5;0
8709;4;"cartão de crédito";"1985-08-17";-555.45;1
8710;16;"PIX";"1930-09-08";-100.9;0
8711;10;"cartão de crédito";"1923-07-15";-251.17;0
8712;4;"PIX";"1982-05-04";-544.25;1
8713;8;"PIX";"1965-03-24";-641.49;0
8714;16;"PIX";"1928-07-01";-353.28;0
8715;17;"PIX";"1988-05-26";125.74;0
8716;1;"PIX";"1982-05-13";-181.05;0
8717;6;"PIX";"2003-04-26";38.19;0
8718;17;"PIX";"1994-02-19";34.52;0
8719;5;"PIX";"2000-08-26";244.76;0
8720;2;"cartão de crédito";"1991-04-24";282.46;0
8721;16;"PIX";"1929-03-13";-315.89;0
8722;14;"cartão de crédito";"1921-07-08";-42.94;0
8723;8;"PIX";"1965-03-28";348.26;0
8724;17;"cartão de crédito";"1995-09-13";118.37;0
8725;14;"PIX";"1928-08-03";75.5;0
8726;14;"cartão de crédito";"1929-05-01";31.66;0
8727;4;"PIX";"1980-12-08";-375.57;1
8728;6;"PIX";"2003-01-31";-209.87;0
8729;8;"PIX";"1967-03-25";-61.95;0
8730;14;"PIX";"1926-12-29";47.92;0
8731;7;"cartão de crédito";"1962-11-29";-53.01;0
8732;9;"cartão de crédito";"1985-12-22";721.54;0
8733;4;"cartão de débito";"1986-01-29";-617.58;1
8734;17;"cartão de crédito";"1991-03-13";155.38;0
8735;16;"PIX";"1925-12-08";-196.56;0
8736;13;"PIX";"1986-04-22";-623.07;0
8737;1;"PIX";"1980-02-16";251.33;0
8738;1;"cartão de crédito";"1981-12-31";-127.58;0
8739;4;"PIX";"1984-12-09";553.8;0
8740;14;"PIX";"1926-07-07";-76.79;0
8741;10;"PIX";"1928-10-28";-325.37;0
8742;4;"PIX";"1985-03-02";-587.62;1
8743;9;"PIX";"1985-03-06";13851.0;0
8744;1;"PIX";"1981-02-08";-86.09;0
8745;14;"cartão de débito";"1929-05-07";72.68;0
8746;10;"cartão de crédito";"1921-03-20";-706.46;0
8747;11;"cartão de crédito";"1995-02-20";-105.2;0
8748;2;"cartão de crédito";"1989-01-14";-244.42;0
8749;13;"PIX";"1989-06-27";-634.14;0
8750;7;"PIX";"1961-10-16";-568.52;0
8751;11;"PIX";"1993-09-29";-260.34;0
8752;15;"cartão de crédito";"1991-10-02";-69.79;0
8753;12;"PIX";"1925-06-20";342.05;0
8754;15;"PIX";"1994-05-18";-69.64;0
8755;4;"cartão de crédito";"1983-07-13";-233.4;0
8756;4;"cartão de débito";"1984-02-28";-141.06;0
8757;16;"TED";"1922-05-03";-408.74;0
8758;17;"cartão de crédito";"1987-05-08";-40.2;0
8759;16;"PIX";"1923-12-03";-341.7;0
8760;13;"PIX";"1992-08-25";-313.68;0
8761;3;"PIX";"2000-07-17";-210.61;0
8762;10;"PIX";"1922-01-28";-322.1;0
8763;2;"cartão de crédito";"1989-01-11";-397.88;1
8764;13;"PIX";"1986-09-01";-687.06;0
8765;3;"cartão de crédito";"1995-08-01";712.21;0
8766;17;"PIX";"1988-07-26";-44.13;0
8767;6;"PIX";"2011-04-05";-139.15;0
8768;4;"cartão de débito";"1987-06-14";560.87;0
8769;17;"cartão de crédito";"1993-04-02";-133.0;0
8770;2;"cartão de débito";"1992-09-15";-30.66;0
8771;17;"PIX";"1993-01-05";-81.57;0
8772;2;"PIX";"1992-01-23";-232.72;0
8773;3;"PIX";"1999-11-01";-359.35;0
8774;7;"cartão de crédito";"1962-03-16";-86.28;0
8775;2;"PIX";"1989-01-24";289.86;0
8776;1;"PIX";"1983-11-08";-74.51;0
8777;14;"cartão de débito";"1928-11-30";-54.17;0
8778;17;"PIX";"1992-12-10";-116.62;0
8779;10;"PIX";"1924-10-31";-556.29;0
8780;11;"PIX";"1994-02-27";-365.43;1
8781;7;"PIX";"1957-02-11";338.41;0
8782;16;"PIX";"1927-06-18";-270.76;0
8783;4;"cartão de crédito";"1983-03-16";-126.18;0
8784;3;"cartão de débito";"1999-11-02";-649.96;1
8785;12;"PIX";"1928-11-05";-589.02;0
8786;13;"PIX";"1990-05-27";-110.47;0
8787;13;"cartão de crédito";"1992-09-08";-143.26;0
8788;6;"cartão de crédito";"2009-05-11";-315.55;1
8789;9;"cartão de crédito";"1991-12-10";-450.61;0
8790;8;"PIX";"1960-09-27";-314.48;0
8791;4;"PIX";"1980-05-17";-540.51;1
8792;14;"PIX";"1923-03-16";-0.96;0
8793;3;"PIX";"2000-05-19";-195.45;0
8794;13;"PIX";"1994-08-10";-768.16;0
8795;6;"PIX";"2002-05-10";-250.01;0
8796;9;"PIX";"1991-12-18";-599.07;0
8797;2;"PIX";"1986-01-12";-48.65;0
8798;3;"cartão de crédito";"1994-07-10";-284.68;0
8799;15;"cartão de débito";"1991-05-08";-55.19;0
8800;7;"cartão de crédito";"1965-03-15";-117.41;0
8801;15;"PIX";"1986-12-13";-115.87;0
8802;8;"cartão de crédito";"1962-09-29";-655.82;0
8803;13;"PIX";"1987-12-29";-266.26;0
8804;4;"cartão de débito";"1988-01-23";205.47;0
8805;2;"cartão de crédito";"1991-09-11";295.8;0
8806;3;"PIX";"1995-11-27";-569.47;0
8807;8;"PIX";"1965-12-04";-114.14;0
8808;2;"PIX";"1990-10-21";236.13;0
8809;7;"cartão de débito";"1965-11-30";-229.87;0
8810;13;"PIX";"1989-01-10";-729.23;0
8811;11;"cartão de crédito";"1988-08-18";-604.26;1
8812;13;"PIX";"1994-08-07";-650.82;0
8813;16;"cartão de crédito";"1924-09-23";476.02;0
8814;3;"PIX";"2000-01-27";-249.25;0
8815;12;"cartão de crédito";"1927-03-18";-536.91;0
8816;4;"PIX";"1982-04-21";-624.8;1
8817;11;"cartão de débito";"1992-02-15";-783.76;1
8818;6;"PIX";"2005-04-15";-225.43;0
8819;4;"PIX";"1985-08-26";-114.44;0
8820;8;"PIX";"1968-06-28";-153.77;0
8821;15;"PIX";"1989-10-10";-25.47;0
8822;11;"PIX";"1988-12-16";-219.9;0
8823;3;"PIX";"1996-09-06";-408.32;0
8824;14;"cartão de crédito";"1925-06-15";41.04;0
8825;12;"PIX";"1929-08-05";-277.97;0
8826;5;"PIX";"2004-12-09";-287.54;1
8827;16;"PIX";"1928-02-01";-272.08;0
8828;8;"PIX";"1968-11-24";16.82;0
8829;6;"PIX";"2008-01-26";-233.49;0
8830;7;"cartão de crédito";"1961-05-29";574.19;0
8831;16;"PIX";"1926-03-17";276.85;0
8832;16;"PIX";"1927-10-26";55.81;0
8833;15;"cartão de débito";"1990-02-25";-51.58;0
8834;15;"cartão de débito";"1992-01-19";-16.63;0
8835;9;"PIX";"1985-06-15";-234.1;0
8836;10;"PIX";"1930-10-11";-304.11;0
8837;11;"TED";"1986-03-26";-555.19;1
8838;4;"cartão de débito";"1984-10-10";-163.64;0
8839;11;"cartão de crédito";"1988-11-26";-531.6;1
8840;17;"PIX";"1994-08-15";82.04;0
8841;12;"PIX";"1926-02-15";-423.09;0
8842;13;"PIX";"1991-03-26";-758.39;0
8843;8;"cartão de crédito";"1963-01-06";-413.15;0
8844;2;"PIX";"1994-02-06";-268.35;0
8845;16;"PIX";"1925-08-23";-81.99;0
8846;14;"PIX";"1927-08-31";-73.28;0
8847;7;"cartão de crédito";"1958-05-14";94.51;0
8848;2;"cartão de débito";"1993-01-25";-174.09;0
8849;8;"PIX";"1964-09-27";-193.61;0
8850;3;"PIX";"1995-10-05";-453.73;0
8851;11;"cartão de crédito";"1986-06-15";-750.07;1
8852;13;"PIX";"1989-03-06";-394.86;0
8853;9;"TED";"1987-01-29";538.55;0
8854;17;"PIX";"1992-12-30";-110.41;0
8855;15;"cartão de crédito";"1986-08-26";-108.47;0
8856;6;"PIX";"2002-03-26";43.91;0
8857;1;"PIX";"1987-11-18";103.22;0
8858;7;"PIX";"1966-02-15";-59.45;0
8859;12;"cartão de débito";"1924-10-27";-359.7;0
8860;7;"cartão de crédito";"1965-11-12";-221.85;0
8861;16;"PIX";"1925-05-08";-273.5;0
8862;7;"cartão de crédito";"1961-01-27";-104.33;0
8863;11;"PIX";"1992-11-25";-120.68;0
8864;11;"PIX";"1995-08-23";-335.74;1
8865;8;"PIX";"1961-06-11";-203.81;0
8866;6;"PIX";"2007-07-19";-289.34;1
8867;5;"cartão de crédito";"1999-11-17";-205.0;1
8868;6;"PIX";"2009-01-29";-5.03;0
8869;8;"cartão de crédito";"1962-11-03";-345.93;0
8870;8;"PIX";"1962-04-12";-63.47;0
8871;6;"PIX";"2003-10-25";-245.11;0
8872;10;"cartão de crédito";"1921-10-02";-529.86;0
8873;3;"PIX";"1995-10-24";-545.19;0
8874;15;"PIX";"1985-12-18";-69.47;0
8875;9;"PIX";"1992-02-11";9776.0;0
8876;13;"cartão de crédito";"1986-11-04";-172.97;0
8877;5;"PIX";"2004-11-29";-275.54;1
8878;10;"cartão de crédito";"1928-10-08";511.38;0
8879;6;"PIX";"2007-07-25";-249.02;0
8880;15;"PIX";"1991-11-17";-9.44;0
8881;4;"PIX";"1989-10-07";-525.31;1
8882;2;"PIX";"1985-06-18";-148.57;0
8883;12;"cartão de crédito";"1928-11-22";-409.99;0
8884;5;"PIX";"2003-02-21";-247.31;1
8885;14;"PIX";"1925-07-13";-46.55;0
8886;12;"PIX";"1922-08-06";-345.18;0
8887;2;"PIX";"1986-01-14";-77.29;0
8888;14;"PIX";"1920-10-02";-79.18;0
8889;17;"PIX";"1993-07-10";-148.79;0
8890;17;"PIX";"1995-03-16";-0.91;0
8891;15;"cartão de crédito";"1989-07-02";21.5;0
8892;8;"PIX";"1964-09-08";-511.47;0
8893;1;"PIX";"1983-08-29";-60.86;0
8894;11;"PIX";"1987-03-10";314.78;0
8895;2;"cartão de crédito";"1993-06-05";-264.68;0
8896;4;"cartão de débito";"1985-12-01";173.47;0
8897;12;"PIX";"1924-10-21";-399.55;0
8898;11;"cartão de crédito";"1986-09-21";-643.13;1
8899;14;"PIX";"1929-05-31";-66.01;0
8900;10;"cartão de crédito";"1922-10-01";-329.54;0
8901;6;"PIX";"2004-09-12";-394.4;1
8902;3;"cartão de débito";"1999-09-10";625.65;0
8903;16;"PIX";"1926-04-17";-1.72;0
8904;2;"cartão de crédito";"1991-04-25";-112.79;0
8905;5;"PIX";"2008-04-03";-271.29;1
8906;15;"PIX";"1992-02-14";52.36;0
8907;12;"PIX";"1929-04-03";-491.67;0
8908;12;"PIX";"1929-02-09";-90.71;0
8909;11;"PIX";"1994-06-19";-120.64;0
8910;10;"cartão de crédito";"1928-04-15";-765.08;0
8911;15;"cartão de crédito";"1993-02-11";-110.96;0
8912;8;"PIX";"1963-06-05";-366.72;0
8913;4;"cartão de crédito";"1981-06-22";-302.44;0
8914;2;"PIX";"1990-11-26";5248.0;0
8915;6;"PIX";"2001-12-31";-239.55;0
8916;1;"PIX";"1989-11-27";-158.45;0
8917;14;"cartão de débito";"1927-09-01";-65.62;0
8918;10;"PIX";"1926-01-27";-122.23;0
8919;7;"PIX";"1958-06-16";-243.44;0
8920;5;"cartão de crédito";"2001-01-03";-57.81;0
8921;9;"cartão de débito";"1991-10-30";-159.54;0
8922;5;"PIX";"2006-01-16";-286.99;1
8923;8;"PIX";"1966-09-02";-186.59;0
8924;4;"cartão de crédito";"1984-02-22";-162.17;0
8925;16;"PIX";"1929-03-03";-321.23;0
8926;5;"cartão de crédito";"2000-03-29";-79.28;0
8927;10;"TED";"1924-04-13";-224.92;0
8928;6;"PIX";"2006-07-07";10.79;0
8929;8;"cartão de crédito";"1962-08-19";323.99;0
8930;12;"cartão de débito";"1920-11-21";-176.14;0
8931;2;"PIX";"1985-05-20";-107.82;0
8932;14;"cartão de débito";"1929-06-24";-62.22;0
8933;17;"PIX";"1988-03-21";-32.72;0
8934;12;"PIX";"1922-06-17";403.3;0
8935;13;"PIX";"1994-12-10";-394.07;0
8936;15;"PIX";"1992-12-20";-97.07;0
8937;11;"PIX";"1990-01-01";-408.26;1
8938;8;"PIX";"1966-04-23";-536.8;0
8939;16;"cartão de crédito";"1921-08-11";-430.98;0
8940;4;"cartão de crédito";"1988-05-10";-276.46;0
8941;6;"cartão de crédito";"2008-09-19";333.48;0
8942;1;"PIX";"1989-02-26";-216.25;1
8943;6;"cartão de crédito";"2009-10-14";71.55;0
8944;6;"cartão de débito";"2005-06-28";87.29;0
8945;3;"cartão de crédito";"1999-11-27";301.54;0
8946;2;"cartão de crédito";"1994-09-09";-34.71;0
8947;13;"PIX";"1987-06-03";-315.86;0
8948;2;"cartão de crédito";"1988-01-06";-115.45;0
8949;14;"cartão de crédito";"1923-09-06";-66.88;0
8950;4;"PIX";"1985-10-13";-312.78;1
8951;2;"PIX";"1987-06-02";-396.44;1
8952;16;"PIX";"1922-05-11";-105.28;0
8953;3;"PIX";"1996-03-24";-294.64;0
8954;13;"PIX";"1987-02-01";-14.33;0
8955;15;"cartão de crédito";"1985-06-09";-39.01;0
8956;6;"PIX";"2002-01-10";-36.49;0
8957;8;"cartão de débito";"1970-07-16";-151.6;0
8958;2;"PIX";"1991-10-23";-40.17;0
8959;2;"cartão de crédito";"1985-06-15";-299.63;1
8960;2;"cartão de crédito";"1986-02-06";164.25;0
8961;9;"cartão de crédito";"1985-06-02";509.17;0
8962;13;"PIX";"1995-10-08";-706.54;0
8963;14;"PIX";"1928-03-31";26.63;0
8964;2;"PIX";"1994-11-09";-301.05;1
8965;14;"PIX";"1929-12-09";-32.84;0
8966;15;"cartão de débito";"1991-02-27";62.93;0
8967;1;"PIX";"1985-06-28";-205.27;1
8968;4;"PIX";"1983-05-18";-94.78;0
8969;7;"PIX";"1961-04-17";-200.25;0
8970;17;"PIX";"1986-12-17";-107.08;0
8971;2;"PIX";"1993-03-01";-48.45;0
8972;3;"cartão de crédito";"1991-06-11";-551.56;0
8973;15;"cartão de débito";"1991-01-20";-11.41;0
8974;15;"cartão de débito";"1989-11-22";-109.94;0
8975;7;"cartão de débito";"1959-07-20";-380.06;0
8976;9;"PIX";"1985-08-28";-482.63;0
8977;3;"PIX";"1995-10-31";-325.18;0
8978;15;"PIX";"1990-12-27";-7.01;0
8979;3;"PIX";"1998-06-12";-370.71;0
8980;11;"PIX";"1991-09-04";-672.09;1
8981;4;"PIX";"1984-08-12";-19.01;0
8982;11;"PIX";"1992-06-08";-20.98;0
8983;10;"PIX";"1923-06-20";579.67;0
8984;17;"PIX";"1995-01-19";-147.75;0
8985;8;"PIX";"1963-05-12";-46.7;0
8986;2;"cartão de crédito";"1987-11-01";-239.61;0
8987;9;"PIX";"1989-04-09";-329.59;0
8988;1;"PIX";"1980-08-24";25.98;0
8989;14;"PIX";"1923-11-27";-54.49;0
8990;3;"PIX";"1996-10-21";-410.31;0
8991;8;"PIX";"1964-10-06";565.29;0
8992;15;"PIX";"1992-04-01";9.97;0
8993;8;"PIX";"1963-07-08";-5.09;0
8994;4;"PIX";"1988-01-04";-433.15;1
8995;2;"cartão de crédito";"1987-09-21";-138.32;0
8996;14;"PIX";"1927-04-13";-8.85;0
8997;2;"TED";"1993-02-07";10685.0;0
8998;13;"TED";"1993-07-01";-774.92;0
8999;8;"PIX";"1968-04-30";-403.11;0
9000;13;"PIX";"1988-12-15";-359.18;0
9001;8;"PIX";"1965-04-13";-164.35;0
9002;3;"PIX";"1995-06-24";413.48;0
9003;6;"PIX";"2004-12-11";318.22;0
9004;1;"cartão de débito";"1983-04-21";-233.59;1
9005;3;"cartão de crédito";"1991-12-01";137.31;0
9006;8;"PIX";"1963-07-05";-12.36;0
9007;14;"cartão de débito";"1927-02-09";-44.49;0
9008;11;"cartão de crédito";"1994-12-01";536.51;0
9009;15;"cartão de crédito";"1986-04-11";49.23;0
9010;10;"PIX";"1926-11-02";-271.08;0
9011;16;"cartão de crédito";"1924-01-18";-75.33;0
9012;10;"cartão de crédito";"1930-04-18";-689.88;0
9013;5;"PIX";"2006-05-22";-241.99;1
9014;13;"PIX";"1990-01-26";-436.34;0
9015;2;"PIX";"1986-11-09";-381.31;1
9016;16;"PIX";"1927-04-21";-396.21;0
9017;15;"PIX";"1991-05-28";-35.71;0
9018;14;"cartão de débito";"1927-07-31";64.57;0
9019;4;"PIX";"1987-06-02";-224.95;0
9020;17;"PIX";"1994-04-05";-10.87;0
9021;14;"PIX";"1929-12-13";-78.76;0
9022;10;"PIX";"1925-10-16";37852.0;0
9023;8;"PIX";"1969-05-09";-436.88;0
9024;2;"cartão de crédito";"1991-10-14";66.84;0
9025;17;"PIX";"1990-03-31";-144.88;0
9026;16;"PIX";"1929-02-07";-254.28;0
9027;12;"PIX";"1921-06-07";409.5;0
9028;7;"PIX";"1961-04-06";-214.15;0
9029;14;"PIX";"1929-06-24";-1.24;0
9030;2;"PIX";"1987-09-01";-297.95;1
9031;7;"PIX";"1964-05-10";-461.04;0
9032;15;"TED";"1989-04-28";-56.75;0
9033;10;"PIX";"1924-08-26";-138.1;0
9034;3;"cartão de crédito";"1997-08-28";21.06;0
9035;5;"cartão de crédito";"2007-12-13";72.2;0
9036;12;"PIX";"1927-11-21";-334.12;0
9037;2;"PIX";"1988-11-20";-199.07;0
9038;15;"PIX";"1992-02-14";-106.5;0
9039;15;"PIX";"1994-12-24";-28.08;0
9040;4;"cartão de crédito";"1990-02-28";48485.0;0
9041;14;"cartão de débito";"1921-04-16";74.1;0
9042;15;"cartão de crédito";"1987-05-23";52.66;0
9043;5;"cartão de crédito";"2008-02-20";-212.91;1
9044;1;"cartão de débito";"1984-04-16";102.09;0
9045;1;"PIX";"1983-01-17";-160.57;0
9046;2;"PIX";"1994-07-29";219.11;0
9047;15;"PIX";"1988-07-19";110.78;0
9048;12;"PIX";"1925-04-13";-529.9;0
9049;9;"cartão de débito";"1987-10-28";-68.34;0
9050;1;"PIX";"1985-10-30";-40.0;0
9051;13;"cartão de crédito";"1993-04-30";-665.36;0
9052;3;"cartão de crédito";"1993-11-16";35.79;0
9053;5;"cartão de crédito";"2006-07-07";-55.77;0
9054;15;"PIX";"1990-05-25";-96.87;0
9055;1;"PIX";"1982-04-29";-212.42;1
9056;6;"TED";"2002-05-10";-38.78;0
9057;3;"cartão de crédito";"1996-06-02";-353.43;0
9058;2;"cartão de débito";"1986-07-12";-320.3;1
9059;4;"PIX";"1983-07-28";-477.65;1
9060;5;"cartão de crédito";"2007-05-27";148.86;0
9061;12;"PIX";"1924-05-17";591.96;0
9062;4;"cartão de crédito";"1989-06-23";-5.8;0
9063;16;"PIX";"1929-08-16";-432.15;0
9064;2;"PIX";"1988-08-25";295.43;0
9065;17;"PIX";"1992-02-24";113.83;0
9066;14;"PIX";"1921-10-22";-33.56;0
9067;17;"PIX";"1988-12-07";95.57;0
9068;8;"PIX";"1967-09-19";-484.17;0
9069;1;"TED";"1988-07-10";82.7;0
9070;3;"PIX";"1999-04-14";-61.53;0
9071;9;"cartão de crédito";"1992-05-01";-603.05;0
9072;17;"cartão de crédito";"1991-02-17";-59.25;0
9073;15;"cartão de débito";"1991-04-12";-68.43;0
9074;15;"PIX";"1993-12-24";-97.18;0
9075;17;"cartão de crédito";"1993-06-30";91.71;0
9076;8;"PIX";"1965-02-28";-620.7;0
9077;3;"PIX";"1995-03-18";-458.91;0
9078;8;"cartão de crédito";"1961-11-22";-31.41;0
9079;14;"PIX";"1923-12-01";-17.16;0
9080;5;"PIX";"2001-05-10";-137.3;0
9081;5;"PIX";"2007-10-27";122.75;0
9082;17;"PIX";"1993-06-06";-90.41;0
9083;9;"PIX";"1992-06-29";111.96;0
9084;17;"cartão de crédito";"1993-01-04";73.69;0
9085;13;"PIX";"1993-05-07";-618.55;0
9086;8;"PIX";"1965-12-14";-574.93;0
9087;3;"cartão de débito";"1998-01-12";89.51;0
9088;2;"PIX";"1989-09-07";-391.09;1
9089;11;"cartão de crédito";"1995-05-22";-45.77;0
9090;9;"PIX";"1990-06-05";239.98;0
9091;14;"cartão de crédito";"1922-04-04";-34.69;0
9092;14;"PIX";"1922-04-20";-70.7;0
9093;6;"cartão de débito";"2002-06-19";219.24;0
9094;10;"cartão de crédito";"1921-03-10";-599.04;0
9095;16;"cartão de crédito";"1921-04-07";-293.17;0
9096;12;"PIX";"1927-12-29";-607.92;0
9097;7;"cartão de débito";"1958-06-13";-139.01;0
9098;15;"PIX";"1986-06-19";-19.78;0
9099;10;"cartão de crédito";"1925-06-04";527.75;0
9100;10;"PIX";"1924-01-05";-492.88;0
9101;1;"cartão de crédito";"1985-11-03";-204.35;1
9102;12;"cartão de débito";"1921-01-21";-253.07;0
9103;5;"cartão de débito";"2003-09-01";248.35;0
9104;16;"cartão de crédito";"1924-07-12";-190.15;0
9105;11;"PIX";"1993-09-08";-114.8;0
9106;14;"PIX";"1922-12-10";-66.15;0
9107;1;"PIX";"1988-03-29";-167.81;0
9108;14;"PIX";"1921-12-14";-7.7;0
9109;9;"cartão de crédito";"1983-03-10";-224.77;0
9110;15;"cartão de crédito";"1986-03-19";-93.71;0
9111;8;"PIX";"1964-11-08";-580.56;0
9112;8;"PIX";"1963-12-19";-620.26;0
9113;7;"cartão de crédito";"1962-05-02";-62.64;0
9114;1;"PIX";"1980-12-04";-200.51;1
9115;6;"cartão de crédito";"2002-12-09";-2.14;0
9116;15;"cartão de crédito";"1987-12-16";101.71;0
9117;7;"PIX";"1957-01-13";-209.28;0
9118;7;"TED";"1963-11-21";-164.26;0
9119;14;"cartão de crédito";"1926-02-19";-27.89;0
9120;8;"cartão de crédito";"1969-12-18";-297.69;0
9121;7;"PIX";"1956-11-14";-416.53;0
9122;1;"cartão de crédito";"1980-11-12";-95.5;0
9123;17;"PIX";"1990-12-04";125.65;0
9124;8;"PIX";"1964-05-09";-494.82;0
9125;12;"cartão de débito";"1922-08-23";-173.81;0
9126;17;"PIX";"1995-11-04";-112.61;0
9127;1;"cartão de crédito";"1985-09-03";-105.52;0
9128;2;"cartão de crédito";"1991-08-13";-263.22;0
9129;11;"cartão de crédito";"1987-06-28";-368.53;1
9130;2;"cartão de crédito";"1989-01-13";-275.48;1
9131;2;"cartão de crédito";"1991-01-22";-293.95;1
9132;6;"cartão de crédito";"2009-07-27";-179.24;0
9133;16;"PIX";"1926-07-14";-188.81;0
9134;1;"PIX";"1981-06-26";68.03;0
9135;16;"PIX";"1923-05-09";-361.18;0
9136;7;"PIX";"1961-03-19";-218.28;0
9137;11;"cartão de débito";"1991-08-02";-641.85;1
9138;1;"PIX";"1986-07-22";-209.25;1
9139;10;"cartão de crédito";"1927-07-22";87.73;0
9140;11;"PIX";"1992-06-29";-210.65;0
9141;13;"PIX";"1986-08-22";320.01;0
9142;1;"TED";"1988-01-15";142.7;0
9143;16;"PIX";"1929-07-30";-347.7;0
9144;13;"PIX";"1989-10-30";371.67;0
9145;8;"PIX";"1964-03-16";-149.78;0
9146;6;"PIX";"2006-12-22";-127.21;0
9147;6;"PIX";"2002-09-07";-139.96;0
9148;10;"PIX";"1921-02-04";-679.33;0
9149;2;"PIX";"1990-01-18";-336.96;1
9150;2;"PIX";"1986-08-25";-109.83;0
9151;1;"cartão de crédito";"1989-02-03";-96.49;0
9152;1;"cartão de crédito";"1985-11-14";-210.73;1
9153;3;"cartão de crédito";"2001-01-28";-676.67;1
9154;7;"cartão de crédito";"1961-03-07";-21.71;0
9155;1;"cartão de débito";"1980-11-16";-28.54;0
9156;5;"cartão de débito";"2004-10-18";249.8;0
9157;6;"cartão de crédito";"2008-02-13";-240.92;0
9158;10;"cartão de crédito";"1927-10-31";-465.25;0
9159;12;"PIX";"1924-10-15";-495.98;0
9160;2;"PIX";"1990-02-16";165.57;0
9161;7;"PIX";"1963-01-22";162.68;0
9162;14;"cartão de crédito";"1926-08-18";-29.39;0
9163;13;"PIX";"1986-10-20";-698.86;0
9164;4;"cartão de crédito";"1982-11-02";-573.87;1
9165;5;"PIX";"2007-07-11";-128.35;0
9166;13;"PIX";"1995-04-08";-581.37;0
9167;7;"PIX";"1962-11-13";-176.62;0
9168;11;"cartão de crédito";"1994-10-30";-421.95;1
9169;7;"cartão de crédito";"1965-07-10";596.7;0
9170;15;"cartão de crédito";"1987-05-19";21.81;0
9171;4;"cartão de crédito";"1983-10-05";619.3;0
9172;17;"TED";"1985-12-26";-29.83;0
9173;3;"cartão de débito";"1999-04-15";-565.63;0
9174;17;"cartão de crédito";"1995-08-28";82.43;0
9175;12;"PIX";"1930-02-09";-311.94;0
9176;12;"PIX";"1925-08-09";537.32;0
9177;10;"cartão de crédito";"1926-09-10";-11.72;0
9178;13;"PIX";"1988-04-08";114.23;0
9179;17;"PIX";"1994-03-16";-40.12;0
9180;2;"PIX";"1992-08-19";-65.06;0
9181;4;"PIX";"1988-02-13";-231.02;0
9182;5;"cartão de crédito";"2006-04-21";-31.99;0
9183;4;"PIX";"1981-10-07";136.83;0
9184;5;"PIX";"2000-03-01";-292.16;1
9185;9;"PIX";"1990-07-10";-718.06;0
9186;6;"PIX";"2010-07-22";-343.25;1
9187;2;"TED";"1992-06-12";-155.77;0
